Make,Model,Year,Pros
Audi,A6,2000,"See how style, options and other factors can impact pricing in your area."
Audi,A6,1999,"See how style, options and other factors can impact pricing in your area."
Audi,A6,1998,"See how style, options and other factors can impact pricing in your area."
Audi,A6,1997,"See how style, options and other factors can impact pricing in your area."
Audi,A6,1996,"See how style, options and other factors can impact pricing in your area."
Audi,A6,1995,"See how style, options and other factors can impact pricing in your area."
Audi,A7,2020,Get Kelley Blue Book® Pricing
Audi,A7,2019,"If you enjoy the utility of a midsize sedan but crave a vehicle with handsome coupe-like styling, the beautifully crafted Audi A7 is for you. The hatchback design only adds to the versatility of this stylish Audi. And with elegance include in every detail, the new A7 won the 2019 World Luxury Car award at this year's World Car Awards."
Audi,A7,2018,"The 2018 Audi A7 and Audi S7 offer all the virtues of a roomy sedan wrapped in a sleek, coupe-like body. With two powerful engine choices, dynamic handling and what is arguably one of the most beautiful interiors ever crafted, it’s hard to find reasons not to like these two cars."
Audi,A7,2017,"If you want a high-style, high-tech, high-performance luxury car, then you need to check out the Audi A7 family. Not only does it offer engine choices ranging up to a 605-horsepower twin-turbo V8, it actually comes with all the cargo flexibility of a hatchback."
Audi,A7,2016,"If you want a luxury car that stands out from the crowd, has commendable cargo room and the latest technology, check out the A7. With a choice of powerplants that range from a 38-mpg diesel to a 560-horsepower twin-turbo V8, this premium hatchback can appeal to both the fuel-conscious and performance-minded."
Audi,A7,2015,"If you want your car to be a rolling statement of individuality or an extension of your own sense of style, the 2015 Audi A7 is your rolling masterpiece. Good news is that its dynamic styling hides a practical car, with all-wheel drive and an available fuel-sipping diesel engine."
Audi,A7,2014,"If you view cars as giant rolling sculptures, the Audi A7 for 2014 can safely be called a masterpiece in glass and steel. Though stunning both inside and out, the A7 has a practical side as evidenced by its standard quattro AWD and available fuel-sipping diesel engine."
Audi,A7,2013,"If you want a car that makes a strong visual statement, you'll appreciate the modern yet tasteful shape of the 2013 Audi A7. Also, folks in wintry parts of the country will like the A7's standard quattro AWD."
Audi,A7,2012,"If you want a car that makes a strong visual statement we're guessing you'll appreciate the modern yet tasteful shape of the 
2012 Audi A7. Also, fashion-conscious folks who live in wintery parts of the country might appreciate the A7's standard quattro all-wheel drive (AWD) system.
"
Audi,A8,2019,"Crisp, clean styling, a modern, intuitive interior, and some of the most cutting-edge yet easy-to-use technology await in the 2019 Audi A8. This sedan is fun to drive and smooth, with a comfortable, quiet cabin that will please even the grouchiest executive."
Audi,A8,2018,"If you desire an executive sedan that is just different enough to spark interest yet comes from a brand whose luxury credentials need no explaining, the 2018 Audi A8 satisfies. If you want that in a high-end sedan with thrilling power and performance, look to the souped-up S8 variant."
Audi,A8,2017,"If you’ve achieved the kind of success that merits owning a car like the 2017 Audi A8, you’ll find its subtle styling and elegant interior avoid a showy appearance while still impressing those you need to impress."
Audi,A8,2016,"If you’re looking for a large, premium automobile that emphasizes subtle but strong styling over flamboyance, Audi’s 2016 A8 luxury sedan and S8 performance sedan should be first on your list. With its clean, powerful and efficient operation, the TDI diesel option will surprise many."
Audi,A8,2015,"If you crave a full-size luxury sedan that's conservative on the outside but sophisticated within, the A8 is the subdued standout in this segment. For buyers who don't already appreciate the benefits of a diesel engine over a gasoline one, the A8 L TDI is an awesome introduction."
Audi,A8,2014,"The 2014 Audi A8 impresses with substance and style rather than glitz and glamour, making it the ideal pick for those who seek a sophisticated flagship sedan without the pretentious image."
Audi,A8,2013,"If your definition of luxury means an interior that looks as if it were custom-built by the finest artisans just for you, you'll be more than pleased with what Audi has created inside the 2013 A8 luxury sedan. The choices of leather, wood and soft-touch trim pieces fall together in a way unmatched by cars costing twice as much."
Audi,A8,2012,"The Audi A8’s interior provides a more tactile feel over its competitors. With real aluminum trim pieces, and available walnut inlays and Valcona leather, the A8 puts the premium in “premium luxury.”"
Audi,A8,2011,"You particularly enjoy tactile sensation when interfacing with the car's interior and controls. No other sedan in the segment delivers a higher quality interior than the 2011 Audi A8, evidenced in top-tier materials like real aluminum, silk-smooth leather and even top-grade plastic when plastic must be used."
Audi,A8,2010,"If you need a car as impressive to look at as it is to drive, the A8 will fit you like a glove. If you spend most of your time in the rear seats, you'll love the elegant Audi interior and numerous features that make doing business on the road a pleasant task."
Audi,A8,2009,"If you need a car as impressive to look at as it is to drive, the A8 will fit you like a glove. If you spend most of your time in the rear seats, you'll love the elegant Audi interior and numerous features that make doing business on the road a pleasant task."
Audi,A8,2008,"See how style, options and other factors can impact pricing in your area."
Audi,A8,2007,"If you need a car as impressive to look at as it is to drive, the A8 will fit you like a glove. If you spend most of your time in the rear seats, you'll love the elegant Audi interior and numerous features that make doing business on the road a pleasant task."
Audi,A8,2006,"See how style, options and other factors can impact pricing in your area."
Audi,A8,2005,"See how style, options and other factors can impact pricing in your area."
Audi,A8,2004,"See how style, options and other factors can impact pricing in your area."
Audi,A8,2003,"See how style, options and other factors can impact pricing in your area."
Audi,A8,2002,"See how style, options and other factors can impact pricing in your area."
Audi,A8,2001,"See how style, options and other factors can impact pricing in your area."
Audi,A8,2000,"See how style, options and other factors can impact pricing in your area."
Audi,A8,1999,"See how style, options and other factors can impact pricing in your area."
Audi,A8,1998,"See how style, options and other factors can impact pricing in your area."
Audi,A8,1997,"See how style, options and other factors can impact pricing in your area."
Audi,RS 3,2019,"If you’re looking for a ride that will challenge your skills at every turn, the 2019 Audi RS 3 is that ride. What it lacks in rear-seat accommodations and cargo space it more than makes up for in style, features and smiles per mile."
Audi,RS 3,2018,"If your priorities skew toward driving fun instead of rear-seat passenger legroom or cargo space, then the 2018 Audi RS 3 should be at or near the top of your shopping list."
